CVI Map File

Image file path:        c:\FlexiTester.OK\plugins\automat.dll
Timestamp:              6067110A (April 02 2021 12:41:46 GMT)
Preferred base address: 10000000

Rva+Base      Symbol                                        Module
1000ADFB      _StartPCSound@4                               toolbox.obj
1000AE84      _StopPCSound@0                                toolbox.obj
1000AEAE      _NewHandle@4                                  toolbox.obj
1000AFD9      _DisposeHandle@4                              toolbox.obj
1000B016      _GetHandleSize@4                              toolbox.obj
1000B079      _SetHandleSize@8                              toolbox.obj
1000B1CE      _Lookup3_hashlittle                           toolbox.obj
1000C391      _HashTableCreate@20                           toolbox.obj
1000C894      _HashTableDispose@4                           toolbox.obj
1000C903      _HashTableInsertItem@12                       toolbox.obj
1000CD91      _HashTableGetItem@16                          toolbox.obj
1000CF2D      _HashTableFindItem@12                         toolbox.obj
1000D049      _HashTableRemoveItem@16                       toolbox.obj
1000D38D      _HashTableClear@4                             toolbox.obj
1000D5B0      _HashTableIteratorCreate@8                    toolbox.obj
1000DAC1      _HashTableIteratorGetItem@24                  toolbox.obj
1000DE56      _HashTableIteratorAdvance@8                   toolbox.obj
1000E322      _HashTableIteratorDispose@8                   toolbox.obj
1000E440      _HashTableGetAttribute@12                     toolbox.obj
1000E7C4      _HashTableSetAttribute                        toolbox.obj
1000F5C5      _HashTablePrint                               toolbox.obj
1000FBE2      _ListCompact@4                                toolbox.obj
1000FCF2      _ListCreate@4                                 toolbox.obj
1000FDF3      _ListSetAllocationPolicy@12                   toolbox.obj
1000FE75      _ListDispose@4                                toolbox.obj
1000FF03      _ListDisposePtrList@4                         toolbox.obj
1000FFB4      _ListClear@4                                  toolbox.obj
1001001D      _ListCopy@4                                   toolbox.obj
10010201      _ListAppend@8                                 toolbox.obj
1001044D      _ListInsertItem@12                            toolbox.obj
10010475      _ListInsertItems@16                           toolbox.obj
1001077B      _ListEqual@8                                  toolbox.obj
10010917      _ListReplaceItem@12                           toolbox.obj
1001093F      _ListReplaceItems@16                          toolbox.obj
10010AB2      _ListRemoveItem@12                            toolbox.obj
10010ADA      _ListRemoveItems@16                           toolbox.obj
10010CDB      _ListGetItem@12                               toolbox.obj
10010D03      _ListGetItems@16                              toolbox.obj
10010E73      _ListGetPtrToItem@8                           toolbox.obj
10010FA8      _ListGetDataPtr@4                             toolbox.obj
10011016      _ListApplyToEach@16                           toolbox.obj
1001118C      _ListApplyToEachEx@16                         toolbox.obj
10011306      _ListGetItemSize@4                            toolbox.obj
10011374      _ListNumItems@4                               toolbox.obj
100113E2      _ListRemoveDuplicates@8                       toolbox.obj
100114B2      _ListFindItem@16                              toolbox.obj
10011697      _ShortCompare                                 toolbox.obj
100116EC      _IntCompare                                   toolbox.obj
10011731      _FloatCompare                                 toolbox.obj
10011788      _DoubleCompare                                toolbox.obj
100117DF      _CStringCompare                               toolbox.obj
100117FB      _CStringNoCaseCompare                         toolbox.obj
10011833      _ListBinSearch@12                             toolbox.obj
10011926      _ListIsSorted@8                               toolbox.obj
10011ABB      _ListQuickSort@8                              toolbox.obj
10011B7B      _ListHeapSort@8                               toolbox.obj
10011C3B      _ListInsertionSort@8                          toolbox.obj
10011CFB      _ListInsertInOrder@12                         toolbox.obj
10011E59      _ListPreAllocate@8                            toolbox.obj
10011F1A      _OutputIntegerItem                            toolbox.obj
10011F3B      _OutputDoubleItem                             toolbox.obj
10011F61      _OutputShortItem                              toolbox.obj
10011F86      _OutputStringItem                             toolbox.obj
10011FA7      _OutputList@28                                toolbox.obj
100122CB      _AttributeMaxAndMin                           toolbox.obj
100123D9      _AttrMaxAndMinForList@28                      toolbox.obj
100125C7      _LocalizeNumberString@4                       toolbox.obj
10012672      _DelocalizeNumberString@4                     toolbox.obj
10012E21      _SetCtrlToolTipAttribute                      toolbox.obj
1001308B      _GetCtrlToolTipAttribute@16                   toolbox.obj
10014A4B      _SetAttributeForCtrls                         toolbox.obj
10014AF4      _SetAttributeForList@16                       toolbox.obj
10014BA7      _PutLabelOnLeft@12                            toolbox.obj
10014CE6      _GetIntListFromParmInfo@12                    toolbox.obj
10014E1F      _BuildIntegerList                             toolbox.obj
10014E57      _AppendToIntegerList                          toolbox.obj
10014F0C      _ListInsertAfterItem@16                       toolbox.obj
10014F75      _ListInsertBeforeItem@16                      toolbox.obj
10014FC8      _PutLabelsOnLeftForList@12                    toolbox.obj
10015074      _PutLabelsOnLeft                              toolbox.obj
10015119      _GetCtrlBoundRectAttribute@16                 toolbox.obj
10015247      _SetCtrlBoundRectAttribute@16                 toolbox.obj
1001537E      _DistributeCtrlsInList@24                     toolbox.obj
100155C8      _DistributeCtrls                              toolbox.obj
10015679      _SetCommonDialogShortcutKeys@16               toolbox.obj
1001576F      _SetAttributeToExtremeForList@16              toolbox.obj
1001582F      _SetCtrlsToAttributeExtreme                   toolbox.obj
100158D8      _GetDataTypeSize@4                            toolbox.obj
10015980      _Pi@0                                         toolbox.obj
1001598E      _TwoPi@0                                      toolbox.obj
